messid,bsid,did,nseq,rssi,time_ux,bs_lat,bs_lng,lat,lng
582bae94cf554f7e3afcc853,3933,473288.0,0.0,-134.0,1479257748000.0,43.671527798999996,-103.81582215799999,39.7745414235,-105.03933905299999
582bae94cf554f7e3afcc853,3848,473288.0,0.5,-125.5,1479257748000.0,43.6141384165,-103.72344947299999,39.7745414235,-105.03933905299999
582bae94cf554f7e3afcc853,2803,473288.0,1.0,-135.5,1479257748000.0,43.6570772401,-103.75689001200001,39.7745414235,-105.03933905299999
582bae94cf554f7e3afcc853,2800,473288.0,0.0,-138.0,1479257748000.0,43.6315152891,-103.765896175,39.7745414235,-105.03933905299999
582ba942e541cd03e796f28f,3848,473288.0,0.0,-131.0,1479256386000.0,43.6141384165,-103.72344947299999,39.7745414235,-105.03933905299999
582ba942e541cd03e796f28f,2800,473288.0,1.0,-136.66666666700002,1479256386000.0,43.6315152891,-103.765896175,39.7745414235,-105.03933905299999
582ba3f212f1434b9c62b69c,3933,473288.0,2.0,-132.0,1479255026000.0,43.671527798999996,-103.81582215799999,39.7745414235,-105.03933905299999
582bb3e6e541cd03e79dcbe2,2803,473288.0,0.5,-135.0,1479259110000.0,43.6570772401,-103.75689001200001,39.7745414235,-105.03933905299999
582b86aacf554f7e3ae33348,2800,473288.0,1.0,-138.0,1479247530000.0,43.6315152891,-103.765896175,39.7745414235,-105.03933905299999
582bf910cf554f7e3a2c03c3,2803,473288.0,2.0,-134.0,1479276816000.0,43.6570772401,-103.75689001200001,39.7745414235,-105.03933905299999
582bf910cf554f7e3a2c03c3,3630,473288.0,2.0,-131.0,1479276816000.0,43.65747981729999,-103.79040138200001,39.7745414235,-105.03933905299999
582c4b8112f1434b9cdf5bb4,2800,473288.0,1.0,-131.66666666700002,1479297921000.0,43.6315152891,-103.765896175,39.7745414235,-105.03933905299999
582c44be12f1434b9cd95a52,3630,473288.0,1.0,-130.33333333299998,1479296190000.0,43.65747981729999,-103.79040138200001,39.7745414235,-105.03933905299999
582c44be12f1434b9cd95a52,2808,473288.0,1.0,-136.0,1479296190000.0,43.5992297025,-103.712387955,39.7745414235,-105.03933905299999
582c44be12f1434b9cd95a52,2800,473288.0,1.0,-137.0,1479296190000.0,43.6315152891,-103.765896175,39.7745414235,-105.03933905299999
582ae03712f1434b9cc93a71,1594,473288.0,2.0,-127.0,1479204919000.0,64.3,-68.5,39.7754278717,-105.03953749600001
582ae03712f1434b9cc93a71,2731,473288.0,1.5,-104.5,1479204919000.0,39.7814639251,-105.040763432,39.7754278717,-105.03953749600001
582c3f6c12f1434b9cd4a8aa,3630,473288.0,1.0,-129.33333333299998,1479294828000.0,43.65747981729999,-103.79040138200001,39.7745414235,-105.03933905299999
582c3f6c12f1434b9cd4a8aa,2808,473288.0,1.0,-133.66666666700002,1479294828000.0,43.5992297025,-103.712387955,39.7745414235,-105.03933905299999
582c3f6c12f1434b9cd4a8aa,2800,473288.0,1.5,-136.0,1479294828000.0,43.6315152891,-103.765896175,39.7745414235,-105.03933905299999
582ae03712f1434b9cc93a71,3579,473288.0,2.0,-118.0,1479204919000.0,39.7550193847,-105.043314763,39.7754278717,-105.03953749600001
582c3a1912f1434b9ccfc485,3848,473288.0,2.0,-136.0,1479293465000.0,43.6141384165,-103.72344947299999,39.7745414235,-105.03933905299999
582c3a1912f1434b9ccfc485,3630,473288.0,1.0,-131.0,1479293465000.0,43.65747981729999,-103.79040138200001,39.7745414235,-105.03933905299999
582c3a1912f1434b9ccfc485,2808,473288.0,1.5,-135.0,1479293465000.0,43.5992297025,-103.712387955,39.7745414235,-105.03933905299999
582c3a1912f1434b9ccfc485,2800,473288.0,1.5,-138.5,1479293465000.0,43.6315152891,-103.765896175,39.7745414235,-105.03933905299999
582c34c6e541cd03e7fc59c3,2808,473288.0,1.0,-134.0,1479292102000.0,43.5992297025,-103.712387955,39.7745414235,-105.03933905299999
582c34c6e541cd03e7fc59c3,2800,473288.0,1.5,-139.0,1479292102000.0,43.6315152891,-103.765896175,39.7745414235,-105.03933905299999
582c2f73e541cd03e7f74148,3848,473288.0,0.0,-132.0,1479290739000.0,43.6141384165,-103.72344947299999,39.7745414235,-105.03933905299999
582c4b8112f1434b9cdf5bb4,2808,473288.0,1.0,-136.33333333299998,1479297921000.0,43.5992297025,-103.712387955,39.7745414235,-105.03933905299999
582c4b8112f1434b9cdf5bb4,3630,473288.0,1.0,-124.333333333,1479297921000.0,43.65747981729999,-103.79040138200001,39.7745414235,-105.03933905299999
582c4b8112f1434b9cdf5bb4,3848,473288.0,0.5,-129.0,1479297921000.0,43.6141384165,-103.72344947299999,39.7745414235,-105.03933905299999
582c4b8112f1434b9cdf5bb4,3933,473288.0,0.0,-131.0,1479297921000.0,43.671527798999996,-103.81582215799999,39.7745414235,-105.03933905299999
582c5b7be541cd03e71f127a,3848,473288.0,0.0,-134.0,1479302011000.0,43.6141384165,-103.72344947299999,39.7745414235,-105.03933905299999
582c5b7be541cd03e71f127a,3630,473288.0,1.0,-134.66666666700002,1479302011000.0,43.65747981729999,-103.79040138200001,39.7745414235,-105.03933905299999
582c5b7be541cd03e71f127a,2800,473288.0,1.0,-140.33333333299998,1479302011000.0,43.6315152891,-103.765896175,39.7745414235,-105.03933905299999
582c5627cf554f7e3a7c8e25,4013,473288.0,1.5,-135.0,1479300647000.0,43.651402785500004,-103.74526797899999,39.7745414235,-105.03933905299999
582c5627cf554f7e3a7c8e25,3933,473288.0,0.5,-131.0,1479300647000.0,43.671527798999996,-103.81582215799999,39.7745414235,-105.03933905299999
582c5627cf554f7e3a7c8e25,3848,473288.0,1.5,-127.0,1479300647000.0,43.6141384165,-103.72344947299999,39.7745414235,-105.03933905299999
582c5627cf554f7e3a7c8e25,3630,473288.0,1.0,-122.666666667,1479300647000.0,43.65747981729999,-103.79040138200001,39.7745414235,-105.03933905299999
582c5627cf554f7e3a7c8e25,3501,473288.0,1.0,-135.0,1479300647000.0,43.6392263836,-103.761022615,39.7745414235,-105.03933905299999
582c2f73e541cd03e7f74148,3630,473288.0,1.0,-129.66666666700002,1479290739000.0,43.65747981729999,-103.79040138200001,39.7745414235,-105.03933905299999
582c5627cf554f7e3a7c8e25,2808,473288.0,1.0,-133.66666666700002,1479300647000.0,43.5992297025,-103.712387955,39.7745414235,-105.03933905299999
582c50d4e541cd03e715a1a2,4013,473288.0,2.0,-136.0,1479299284000.0,43.651402785500004,-103.74526797899999,39.7745414235,-105.03933905299999
582c50d4e541cd03e715a1a2,3933,473288.0,0.5,-131.0,1479299284000.0,43.671527798999996,-103.81582215799999,39.7745414235,-105.03933905299999
582c50d4e541cd03e715a1a2,3848,473288.0,1.0,-125.666666667,1479299284000.0,43.6141384165,-103.72344947299999,39.7745414235,-105.03933905299999
582c50d4e541cd03e715a1a2,3630,473288.0,1.0,-124.666666667,1479299284000.0,43.65747981729999,-103.79040138200001,39.7745414235,-105.03933905299999
582c50d4e541cd03e715a1a2,3501,473288.0,0.5,-137.0,1479299284000.0,43.6392263836,-103.761022615,39.7745414235,-105.03933905299999
582c50d4e541cd03e715a1a2,2808,473288.0,1.0,-132.33333333299998,1479299284000.0,43.5992297025,-103.712387955,39.7745414235,-105.03933905299999
582c50d4e541cd03e715a1a2,2803,473288.0,2.0,-137.0,1479299284000.0,43.6570772401,-103.75689001200001,39.7745414235,-105.03933905299999
582c50d4e541cd03e715a1a2,2800,473288.0,1.0,-130.33333333299998,1479299284000.0,43.6315152891,-103.765896175,39.7745414235,-105.03933905299999
582c5627cf554f7e3a7c8e25,2800,473288.0,1.0,-130.0,1479300647000.0,43.6315152891,-103.765896175,39.7745414235,-105.03933905299999
582bf910cf554f7e3a2c03c3,2808,473288.0,2.0,-137.0,1479276816000.0,43.5992297025,-103.712387955,39.7745414235,-105.03933905299999
582c2f73e541cd03e7f74148,2808,473288.0,0.5,-135.0,1479290739000.0,43.5992297025,-103.712387955,39.7745414235,-105.03933905299999
582c2f73e541cd03e7f74148,2800,473288.0,0.5,-140.0,1479290739000.0,43.6315152891,-103.765896175,39.7745414235,-105.03933905299999
582c0e5912f1434b9ca7f6a0,2800,473288.0,1.0,-137.0,1479282265000.0,43.6315152891,-103.765896175,39.7745414235,-105.03933905299999
582c0907cf554f7e3a37ab5e,3848,473288.0,2.0,-135.0,1479280903000.0,43.6141384165,-103.72344947299999,39.7745414235,-105.03933905299999
582c0907cf554f7e3a37ab5e,3630,473288.0,1.5,-130.5,1479280903000.0,43.65747981729999,-103.79040138200001,39.7745414235,-105.03933905299999
582c0907cf554f7e3a37ab5e,3501,473288.0,2.0,-136.0,1479280903000.0,43.6392263836,-103.761022615,39.7745414235,-105.03933905299999
582c0907cf554f7e3a37ab5e,2808,473288.0,1.5,-134.5,1479280903000.0,43.5992297025,-103.712387955,39.7745414235,-105.03933905299999
582c0907cf554f7e3a37ab5e,2800,473288.0,1.0,-138.0,1479280903000.0,43.6315152891,-103.765896175,39.7745414235,-105.03933905299999
582c03b6cf554f7e3a33bbc5,2808,473288.0,1.0,-132.66666666700002,1479279542000.0,43.5992297025,-103.712387955,39.7745414235,-105.03933905299999
582c03b6cf554f7e3a33bbc5,2800,473288.0,1.0,-136.0,1479279542000.0,43.6315152891,-103.765896175,39.7745414235,-105.03933905299999
582bfe62cf554f7e3a2fc237,3933,473288.0,1.0,-135.0,1479278178000.0,43.671527798999996,-103.81582215799999,39.7745414235,-105.03933905299999
582bfe62cf554f7e3a2fc237,3848,473288.0,1.5,-125.0,1479278178000.0,43.6141384165,-103.72344947299999,39.7745414235,-105.03933905299999
582bfe62cf554f7e3a2fc237,3630,473288.0,0.5,-131.0,1479278178000.0,43.65747981729999,-103.79040138200001,39.7745414235,-105.03933905299999
582bfe62cf554f7e3a2fc237,3501,473288.0,1.0,-135.0,1479278178000.0,43.6392263836,-103.761022615,39.7745414235,-105.03933905299999
582bfe62cf554f7e3a2fc237,2808,473288.0,1.5,-131.5,1479278178000.0,43.5992297025,-103.712387955,39.7745414235,-105.03933905299999
582bfe62cf554f7e3a2fc237,2803,473288.0,1.0,-136.0,1479278178000.0,43.6570772401,-103.75689001200001,39.7745414235,-105.03933905299999
582bf910cf554f7e3a2c03c3,4013,473288.0,0.0,-136.0,1479276816000.0,43.651402785500004,-103.74526797899999,39.7745414235,-105.03933905299999
582bf910cf554f7e3a2c03c3,3933,473288.0,1.5,-134.0,1479276816000.0,43.671527798999996,-103.81582215799999,39.7745414235,-105.03933905299999
582bf910cf554f7e3a2c03c3,3848,473288.0,1.5,-123.5,1479276816000.0,43.6141384165,-103.72344947299999,39.7745414235,-105.03933905299999
582c0e5912f1434b9ca7f6a0,2808,473288.0,0.5,-134.5,1479282265000.0,43.5992297025,-103.712387955,39.7745414235,-105.03933905299999
582c0e5912f1434b9ca7f6a0,3630,473288.0,1.0,-127.0,1479282265000.0,43.65747981729999,-103.79040138200001,39.7745414235,-105.03933905299999
582c13abcf554f7e3a3fe6c2,2800,473288.0,2.0,-141.0,1479283627000.0,43.6315152891,-103.765896175,39.7745414235,-105.03933905299999
582c13abcf554f7e3a3fe6c2,2808,473288.0,1.0,-135.0,1479283627000.0,43.5992297025,-103.712387955,39.7745414235,-105.03933905299999
582c2a20cf554f7e3a54c870,3630,473288.0,1.0,-134.0,1479289376000.0,43.65747981729999,-103.79040138200001,39.7745414235,-105.03933905299999
582c2a20cf554f7e3a54c870,2803,473288.0,0.0,-139.0,1479289376000.0,43.6570772401,-103.75689001200001,39.7745414235,-105.03933905299999
582c2a20cf554f7e3a54c870,2800,473288.0,1.0,-136.0,1479289376000.0,43.6315152891,-103.765896175,39.7745414235,-105.03933905299999
582c24cee541cd03e7ed2bf1,3630,473288.0,1.0,-129.33333333299998,1479288014000.0,43.65747981729999,-103.79040138200001,39.7745414235,-105.03933905299999
582c24cee541cd03e7ed2bf1,2808,473288.0,0.0,-136.0,1479288014000.0,43.5992297025,-103.712387955,39.7745414235,-105.03933905299999
582c24cee541cd03e7ed2bf1,2800,473288.0,1.0,-137.5,1479288014000.0,43.6315152891,-103.765896175,39.7745414235,-105.03933905299999
582ae03712f1434b9cc93a71,4058,473288.0,0.0,-124.0,1479204919000.0,39.7832105294,-105.088746775,39.7754278717,-105.03953749600001
582ae03712f1434b9cc93a71,4993,473288.0,1.0,-127.0,1479204919000.0,64.3,-68.5,39.7754278717,-105.03953749600001
582c2f73e541cd03e7f74148,2803,473288.0,1.0,-139.0,1479290739000.0,43.6570772401,-103.75689001200001,39.7745414235,-105.03933905299999
582ae03712f1434b9cc93a71,8352,473288.0,0.0,-120.0,1479204919000.0,39.7616334244,-105.025752947,39.7754278717,-105.03953749600001
582c2228cf554f7e3a4d4abf,2808,473288.0,1.0,-134.0,1479287336000.0,43.5992297025,-103.712387955,39.7745414235,-105.03933905299999
582c2228cf554f7e3a4d4abf,2803,473288.0,0.5,-138.0,1479287336000.0,43.6570772401,-103.75689001200001,39.7745414235,-105.03933905299999
582c2228cf554f7e3a4d4abf,2800,473288.0,0.5,-138.5,1479287336000.0,43.6315152891,-103.765896175,39.7745414235,-105.03933905299999
582c1e50e541cd03e7e6e9d4,3630,473288.0,1.0,-130.66666666700002,1479286352000.0,43.65747981729999,-103.79040138200001,39.7745414235,-105.03933905299999
582c1e50e541cd03e7e6e9d4,2808,473288.0,0.0,-136.0,1479286352000.0,43.5992297025,-103.712387955,39.7745414235,-105.03933905299999
582c18fecf554f7e3a446e95,3630,473288.0,1.0,-125.666666667,1479284990000.0,43.65747981729999,-103.79040138200001,39.7745414235,-105.03933905299999
582c18fecf554f7e3a446e95,2808,473288.0,1.0,-137.0,1479284990000.0,43.5992297025,-103.712387955,39.7745414235,-105.03933905299999
582c13abcf554f7e3a3fe6c2,3630,473288.0,0.5,-131.0,1479283627000.0,43.65747981729999,-103.79040138200001,39.7745414235,-105.03933905299999
582c2228cf554f7e3a4d4abf,3630,473288.0,0.5,-133.0,1479287336000.0,43.65747981729999,-103.79040138200001,39.7745414235,-105.03933905299999
582b815ae541cd03e77d15a7,3933,473288.0,2.0,-133.0,1479246170000.0,43.671527798999996,-103.81582215799999,39.7745414235,-105.03933905299999
582ba942e541cd03e796f28f,2803,473288.0,1.0,-135.66666666700002,1479256386000.0,43.6570772401,-103.75689001200001,39.7745414235,-105.03933905299999
582b815ae541cd03e77d15a7,2803,473288.0,1.0,-138.0,1479246170000.0,43.6570772401,-103.75689001200001,39.7745414235,-105.03933905299999
582b815ae541cd03e77d15a7,3848,473288.0,1.0,-121.666666667,1479246170000.0,43.6141384165,-103.72344947299999,39.7745414235,-105.03933905299999
582aff2612f1434b9ce52cd5,8355,473288.0,1.0,-112.0,1479212838000.0,64.3,-68.5,39.7745416935,-105.039339249
582aff2612f1434b9ce52cd5,7382,473288.0,0.5,-125.5,1479212838000.0,39.7435206571,-105.00091687,39.7745416935,-105.039339249
582aff2612f1434b9ce52cd5,4987,473288.0,1.0,-134.0,1479212838000.0,64.3,-68.5,39.7745416935,-105.039339249
582aff2612f1434b9ce52cd5,3846,473288.0,1.0,-118.0,1479212838000.0,39.7537185228,-104.998667795,39.7745416935,-105.039339249
582aff2612f1434b9ce52cd5,3410,473288.0,1.0,-127.0,1479212838000.0,39.7776897533,-105.00242432600001,39.7745416935,-105.039339249
582aff2612f1434b9ce52cd5,2799,473288.0,0.0,-134.0,1479212838000.0,39.7530526327,-104.94102169899999,39.7745416935,-105.039339249
582aff2612f1434b9ce52cd5,1661,473288.0,1.5,-132.0,1479212838000.0,64.3,-68.5,39.7745416935,-105.039339249
582afc7ee541cd03e7136cfe,8474,473288.0,0.0,-136.0,1479212158000.0,39.7320448643,-104.973650831,39.7745420986,-105.039339543
582afc7ee541cd03e7136cfe,8397,473288.0,1.0,-126.333333333,1479212158000.0,39.759395513200005,-105.00141507,39.7745420986,-105.039339543
582afc7ee541cd03e7136cfe,8356,473288.0,1.0,-112.666666667,1479212158000.0,39.757033524499995,-104.976126764,39.7745420986,-105.039339543
582afc7ee541cd03e7136cfe,8355,473288.0,1.0,-103.333333333,1479212158000.0,64.3,-68.5,39.7745420986,-105.039339543
582afc7ee541cd03e7136cfe,7382,473288.0,1.0,-121.333333333,1479212158000.0,39.7435206571,-105.00091687,39.7745420986,-105.039339543
582afc7ee541cd03e7136cfe,4987,473288.0,1.0,-132.0,1479212158000.0,64.3,-68.5,39.7745420986,-105.039339543
582afc7ee541cd03e7136cfe,4056,473288.0,1.0,-126.0,1479212158000.0,39.7719150146,-105.00941593600001,39.7745420986,-105.039339543
